item,itemLabel,party,partyLabel,area,areaLabel,startDate,endDate,url,gender,sourceDate,source,psid
Q20995,AHN CHEOLSOO,,,Q50500841,,2022-06-02,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=sYRde0JJy%2Bo%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q20995-795d0467-4842-524f-e1a0-e83e7f5e99dd
Q16168735,AHN GYUBACK,,,Q31180279,Dongdaemun A,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=CZZ%2FXtMzG6I%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q16168735-bf323c65-4b6b-9981-1386-9effe4b5b45e
Q93759098,AN BYUNGGIL,,,Q31179796,"Seo–Dong, Busan",2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=Dk9I3JdkdOE%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q93759098-DC6835A8-F7DC-4433-86DC-0273813DC810
Q22974407,AN HOYOUNG,,,Q50500166,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=%2FOBFnd0w2GI%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q22974407-e470e7cc-440a-2871-cffc-e1f6cd2447ed
Q16079799,AN MINSUK,,,Q50499507,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=%2FHudQcuH%2Fa8%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q16079799-754AB92C-416F-405E-B47F-5E7E5417321F
Q17401310,BACK HYERYUN,,,Q50502229,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=YC8sNYvCc8E%3D,female,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q17401310-f293923e-469d-2c5c-a4c9-3ca5af33121e
Q4841199,BAE HYUNJIN,,,Q31180205,"Baehyeonjin, Songpa-gu",2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=XKHGb%2BQW5EE%3D,female,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q4841199-5FC14BC8-D9D1-4300-94CF-4B3B30289D45
Q12597685,BAE JINGYO,,,Q50506172,PR assembly constituency in South Korea,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=FZ8rSSgRmPA%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q12597685-54B5DFFF-40D8-4BCB-9B63-B9BBF773015B
Q93757756,BAE JUNEYOUNG,,,Q93827983,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=cjKGQfFJN5s%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q93757756-6EDEC11D-6F73-47A1-A8AE-79BF497321FE
Q31180679,BAEK JONGHEAN,,,Q31179733,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=2b4CJrS6wVg%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q31180679-E3291ECE-7CB5-45EA-878D-4010D303FB71
Q12598204,BYUN JAEILL,,,Q50499782,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=ynMOKqv1IRs%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q12598204-90A7E1ED-DB42-45F6-A367-4274C62F43F8
Q12614683,CHANG JEWON,,,Q31179743,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=tmbA3bL1uqk%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q12614683-DBFAC114-BDBB-4668-AD5D-725FC60BC61A
Q23996156,CHEON JUNHO,,,Q31180333,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=Cr9MEdlgOxI%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q23996156-4A5F69FC-1DC4-401E-BE76-86E2BBE9DEA5
Q24000517,CHO EUNGCHEON,,,Q50500923,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=ERcEIVb5gik%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q24000517-0fadf7d4-4fc5-8bb9-cfef-49ea909ee860
Q12617148,CHO HAEJIN,,,Q31179685,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=F01zj7OL0Do%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q12617148-D8869333-519A-4DCD-A0B6-7A5A94C06534
Q12617041,CHO JEONGSIK,,,Q50503439,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=%2FENAVizDEtU%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q12617041-49F44C75-31A6-4EA9-B3F9-2F6C2DAC4525
Q93758762,CHO JUNGHUN,,,Q50506172,PR assembly constituency in South Korea,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=INWGcIv3FKA%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q93758762-8354BEAC-8665-4478-A2E9-37694E2C7171
Q12616567,CHO KYOUNGTAE,,,Q31179725,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=SGohadE0PYw%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q12616567-4940F7FF-13DB-4282-8441-29AA98A556DA
Q93751737,CHO SUJIN,,,Q50506172,PR assembly constituency in South Korea,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=UgBaVzReAvI%3D,female,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q93751737-265623AB-D3A5-4E9E-A66C-14C5664B85B6
Q31175893,CHOE KANGWOOK,,,Q50506172,PR assembly constituency in South Korea,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=A8%2FQhaccxyc%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q31175893-D701854B-409A-45F7-B3C8-1887FC144BF1
Q107443498,CHOEJAEHYEONG,,,Q31180193,"Jongno, Seoul",2022-03-10,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=cwVEhRAN9AE%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q107443498-e9ca6582-4a5f-382c-d47c-ff386a37e8bb
Q19603670,CHOEUNHEE,,,Q31180220,,2022-03-10,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=7eRgRGiWwvM%3D,female,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q19603670-9863b20b-448c-3174-dd1c-130f142e3ac6
Q50809472,CHOI CHUNSIK,,,Q50504204,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=aMdpt5TpioQ%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q50809472-2A5E6075-F0CE-45B6-9125-964E73324C2E
Q81227213,CHOI HYEYOUNG,,,Q50506172,PR assembly constituency in South Korea,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=7AoK4A59vtU%3D,female,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q81227213-4AABC44D-88C5-475A-A234-9CF50D453C9E
Q93758386,CHOI HYUNGDU,,,Q31179691,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=o7hrHoQdx1Y%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q93758386-8823FF80-573C-4DB4-A1F7-846616CB2276
Q24856313,CHOI INHO,,,Q31179769,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=C8pxmmqA5Lc%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q24856313-153474CB-7CAF-4BF6-82A1-D99235A4334E
Q93758339,CHOI JONGYOON,,,Q50609637,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=4%2FAsetNtbPs%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q93758339-F978F61E-3C68-4FF0-80FA-651538483BD6
Q93751140,CHOI KISANG,,,Q31180212,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=S4HnwsOdQdY%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q93751140-F10A2A32-2129-41B2-840A-5CE3C995827C
Q93758414,CHOI SEUNGJAE,,,Q50506172,PR assembly constituency in South Korea,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=LqRI2TOQ7P4%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q93758414-5AA10086-F807-4C29-8DAE-A0B499F7BDAD
Q112083004,CHOI YOUNGHEE,,,Q50506172,PR assembly constituency in South Korea,2022-06-10,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=4ldzomIMnb8%3D,female,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q112083004-7506efaf-49ad-8d2f-f98c-951b38d8af02
Q93758424,CHOI YOUNSUK,,,Q50506172,PR assembly constituency in South Korea,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=QfSsVotAroo%3D,female,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q93758424-2F33B443-6D5D-40FD-8DBD-6612F1DF7F8D
Q12619978,CHOO KYUNGHO,,,Q31179594,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=1C9clvPUUvM%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q12619978-36105699-49de-a5fe-12cc-f0f28e3fcfd1
Q93757999,CHULMIN JANG,,,Q31179349,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=LBkUIdwphUI%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q93757999-542E4BB8-E136-4A05-A5F1-F8B69C704C41
Q12615269,CHUN JAESOO,,,Q31179722,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=W28aMsQHTLo%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q12615269-C92A52B7-4131-433D-BC29-F7C5A0A34600
Q93753105,CHUNG ILYOUNG,,,Q31179672,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=%2FbybTf0Xsw0%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q93753105-DB477E7C-4E78-4251-989E-AD728188A5B1
Q12616038,CHUNG JINSUK,,,Q50501135,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=DAR04tC%2F9Hw%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q12616038-2A0A26B1-B92B-4809-A3A6-DE74CCCA4C20
Q12615874,CHUNG WOONCHUN,,,Q50506172,PR assembly constituency in South Korea,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=N%2FouBhvIphg%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q12615874-5B68C42A-1261-4B86-819B-8387283BDA3C
Q12615868,CHUNG WOOTAIK,,,Q50500267,,2022-03-10,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=nw9feTwUe9Q%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q12615868-569bcee8-456d-650b-8a4e-d50849996b23
Q12593087,DO JONGHWAN,,,Q50498937,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=Jg97LCqv6wI%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q12593087-E210BA4B-3F83-4D47-B32F-BEBA305FF487
Q24000560,EOH KIYKU,,,Q50501028,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=e9yIME1l0c4%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q24000560-b8d6f683-41b2-b15b-61e1-dd172c6c4e22
Q55731872,EOM TAEYOUNG,,,Q50502178,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=l8boykw7%2BIM%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q55731872-73EBC619-1A13-4BCA-8136-1A523BB2EEF4
Q12622556,HA TAEKEUNG,,,Q31179721,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=h7R%2FkwIb%2FyA%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q12622556-4D768D51-133F-4C9A-8D2F-40E0DBE1F5A8
Q16092319,HA YOUNGJE,,,Q31179700,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=euqlpPsGk%2Bw%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q16092319-1D260EA0-46FD-4007-A0F3-06E3DA2D04C7
Q12624045,HAN BYUNGDO,,,Q50499486,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=Kp3mfoJZxfc%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q12624045-428946da-4f92-8419-418b-106f832a20dd
Q12624300,HAN JEOUNGAE,,,Q31180254,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=q5blKqu%2BGhI%3D,female,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q12624300-8639549e-4d04-a2e1-ba1d-effb6f6bc811
Q12624313,HAN JUNHO,,,Q50504509,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=kNizHBOxYDg%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q12624313-2064E1EF-996E-448F-BBD7-B0FFA7C0D4B4
Q16092339,HAN KIHO,,,Q93817854,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=LI%2FLrI7cXJM%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q16092339-D55C1AB4-A473-479B-8AF5-4D73D3A81D57
Q93759066,HAN MOOKYUNG,,,Q50506172,PR assembly constituency in South Korea,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=zAvQn9mAJUM%3D,female,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q93759066-0357B987-4064-4BC1-986D-54D9D0BB686B
Q93752000,HEO JONGSIK,,,Q93827354,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=wGDvgSo%2FbZs%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q93752000-85BAC094-46D8-454E-B6A8-7B0E9792832A
Q19795110,HER EUNA,,,Q50506172,PR assembly constituency in South Korea,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=EhZ6p40LLmg%3D,female,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q19795110-5B504822-BEDD-4C55-ADD7-9ECCA614D6B1
Q12625469,HONG IHKPYO,,,Q31180365,Jung–Seongdong A,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=pNm6UznwNs4%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q12625469-1549e5c7-4d5e-b3e5-e7f9-38639d720b60
Q90921811,HONG JUNGMIN,,,Q50502759,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=FXVXGdPt2r4%3D,female,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q90921811-0F4CEAB7-F5F4-475D-AA10-3836C66DFDCF
Q93752261,HONG KEEWON,,,Q50501196,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=ZwXQ%2Fdp2%2BN8%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q93752261-6CC0C313-8235-44C8-81B2-9EB90BDA7E4C
Q16179475,HONG MOONPYO,,,Q50504438,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=1J2sS0CtoU4%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q16179475-82304253-B730-4032-9CA0-3DC82B75D430
Q93752464,HONG SUKJOON,,,Q31179591,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=tyBySmJ7l4A%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q93752464-2FB388BD-6969-4BFB-B0EB-67F49B355905
Q93752612,HONG SUNGKOOK,,,Q93816835,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=D71f2ER6aVE%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q93752612-D44B62A0-64AB-4A79-9238-47582DF398D6
Q12625446,HONG YOUNGPYO,,,Q31179622,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=S68lBtaoKhg%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q12625446-FC3F876D-6BD3-4133-B011-1E83814133BA
Q93750948,HUH YOUNG,,,Q93817630,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=SqhiXoifeCs%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q93750948-94B3D209-9337-4718-AA3A-F67ACB8F114A
Q24856300,HWANG HEE,,,Q31180210,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=R%2B%2FiM1NGjVo%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q24856300-a58702a4-45cc-ec46-d91e-666af8428232
Q12625869,HWANG UNHA,,,Q31179336,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=DnGtU9qzRNc%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q12625869-4C5730D5-A816-4D90-8C00-BA0ACD7541FD
Q54802943,HWANGBO SEUNGHEE,,,Q31179744,Jung-gu–Yeongdo-gu,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=KbBP1fR7JR0%3D,female,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q54802943-0F3C318F-6282-4ECC-9124-324BD27ABF1C
Q2947463,IN JAEKEUN,,,Q31180316,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=8uwnww9qem4%3D,female,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q2947463-1f405d74-49a7-ded6-c31a-1aa8678259f8
Q112063662,JANG DONGHYEOK,,,Q50502042,,2022-06-02,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=scSwupm07BQ%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q112063662-75be01d1-490c-6cc9-a857-890b390c7130
Q93757950,JANG HYEYEONG,,,Q50506172,PR assembly constituency in South Korea,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=vD%2FZFqvRE58%3D,female,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q93757950-AB011B81-660B-4E9B-89B6-66C847561ADA
Q94395542,JANG KYUNGTAE,,,Q31180275,Dongdaemun B,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=01Max8u2Mnk%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q94395542-935c7e61-42cf-7b7d-6929-ad05bb4058ab
Q28699512,JEON BONGMIN,,,Q31179738,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=YTmH661kWQA%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q28699512-B393F35F-40C3-48D7-8999-2D775CAC07A0
Q16091570,JEON HAECHEOL,,,Q50503342,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=uF9x20jnIlM%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q16091570-3D3E5B0D-FCBC-40DA-94C0-9838A4744DF4
Q60608442,JEON YONGGI,,,Q50506172,PR assembly constituency in South Korea,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=ik6KUlsQoY4%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q60608442-79E6441C-4C8C-489A-88CC-3E934F28A08A
Q93758022,JEONG DONGMAN,,,Q31179742,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=RWEMte%2FfPI8%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q93758022-8CC03A35-7FCD-4DA6-81FF-C4455AB373CA
Q62690074,JEONG JEOMSIG,,,Q31179699,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=aEB75GbCFD0%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q62690074-63275b7c-41f3-da3d-17bb-3910fd6fa67e
Q20010785,JI SEONGHO,,,Q50506172,PR assembly constituency in South Korea,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=xaqScGeVTAM%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q20010785-1469290A-AF66-41C1-955F-48431B7A69ED
Q12618262,JIN SUNGJOON,,,Q31180258,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=C1ao1zSmu%2Bs%3D,male,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q12618262-ade7c664-46d8-004d-6381-9b086063d347
Q12618257,JIN SUNMEE,,,Q31180202,,2020-05-30,,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=BKNPn1ZQdv8%3D,female,2022-08-01,https://korea.assembly.go.kr:447/mem/mem_01.jsp,Q12618257-71c10640-4a63-6105-7776-30e693ca760e
